artifact_name,strategy,num_trades,mean_implementation_shortfall,mean_realized_pnl,std_implementation_shortfall,std_realized_pnl,limit_decision_rate,passive_fill_rate,cleanup_rate,market_entry_rate,cancel_rate,toxic_fill_rate_among_passive,toxic_fill_rate_overall,avg_favorable_prob,avg_toxic_prob,avg_utility,threshold,selection_split,artifact_base_net,artifact_meta
standardized_deephit_gru_transformer,always_limit,10000,-10019000.0,9022500.0,6537173.624740282,29078032.83838282,1.0,0.967,0.033,0.0,0.0,0.22471561530506723,0.2173,0.693050982427597,0.2869418024229925,inf,0.05,val,/ocean/projects/cis260122p/shared/artifacts/baseline/standardized_deephit_gru_transformer_base_net.pt,/ocean/projects/cis260122p/shared/artifacts/baseline/standardized_deephit_gru_transformer_meta.pt
standardized_deephit_gru_transformer,always_market,10000,10777000.0,-10777000.0,5193387.237632102,5193387.237632102,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-inf,0.05,val,/ocean/projects/cis260122p/shared/artifacts/baseline/standardized_deephit_gru_transformer_base_net.pt,/ocean/projects/cis260122p/shared/artifacts/baseline/standardized_deephit_gru_transformer_meta.pt
standardized_deephit_gru_transformer,model,10000,-10018500.0,9023000.0,6537748.675957995,29077834.7027448,0.9999,0.9669,0.033,0.0,0.0001,0.2246354328265591,0.2172,0.693050982427597,0.2869418024229925,0.40610918000460455,0.05,val,/ocean/projects/cis260122p/shared/artifacts/baseline/standardized_deephit_gru_transformer_base_net.pt,/ocean/projects/cis260122p/shared/artifacts/baseline/standardized_deephit_gru_transformer_meta.pt
standardized_deephit_gru_transformer,training_prior,10000,-10019000.0,9022500.0,6537173.624740282,29078032.83838282,1.0,0.967,0.033,0.0,0.0,0.22471561530506723,0.2173,0.7876046511627908,0.17869767441860465,0.6089069767441859,0.05,val,/ocean/projects/cis260122p/shared/artifacts/baseline/standardized_deephit_gru_transformer_base_net.pt,/ocean/projects/cis260122p/shared/artifacts/baseline/standardized_deephit_gru_transformer_meta.pt
standardized_deephit_gru_transformer,always_limit,10000,-10019000.0,9022500.0,6537173.624740282,29078032.83838282,1.0,0.967,0.033,0.0,0.0,0.22471561530506723,0.2173,0.693050982427597,0.2869418024229925,inf,0.1,val,/ocean/projects/cis260122p/shared/artifacts/baseline/standardized_deephit_gru_transformer_base_net.pt,/ocean/projects/cis260122p/shared/artifacts/baseline/standardized_deephit_gru_transformer_meta.pt
standardized_deephit_gru_transformer,always_market,10000,10777000.0,-10777000.0,5193387.237632102,5193387.237632102,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-inf,0.1,val,/ocean/projects/cis260122p/shared/artifacts/baseline/standardized_deephit_gru_transformer_base_net.pt,/ocean/projects/cis260122p/shared/artifacts/baseline/standardized_deephit_gru_transformer_meta.pt
standardized_deephit_gru_transformer,model,10000,-10018500.0,9023000.0,6537748.675957995,29077834.7027448,0.9999,0.9669,0.033,0.0,0.0001,0.2246354328265591,0.2172,0.693050982427597,0.2869418024229925,0.40610918000460455,0.1,val,/ocean/projects/cis260122p/shared/artifacts/baseline/standardized_deephit_gru_transformer_base_net.pt,/ocean/projects/cis260122p/shared/artifacts/baseline/standardized_deephit_gru_transformer_meta.pt
standardized_deephit_gru_transformer,training_prior,10000,-10019000.0,9022500.0,6537173.624740282,29078032.83838282,1.0,0.967,0.033,0.0,0.0,0.22471561530506723,0.2173,0.7876046511627908,0.17869767441860465,0.6089069767441859,0.1,val,/ocean/projects/cis260122p/shared/artifacts/baseline/standardized_deephit_gru_transformer_base_net.pt,/ocean/projects/cis260122p/shared/artifacts/baseline/standardized_deephit_gru_transformer_meta.pt
standardized_deephit_gru_transformer,always_limit,10000,-10019000.0,9022500.0,6537173.624740282,29078032.83838282,1.0,0.967,0.033,0.0,0.0,0.22471561530506723,0.2173,0.693050982427597,0.2869418024229925,inf,0.15,val,/ocean/projects/cis260122p/shared/artifacts/baseline/standardized_deephit_gru_transformer_base_net.pt,/ocean/projects/cis260122p/shared/artifacts/baseline/standardized_deephit_gru_transformer_meta.pt
standardized_deephit_gru_transformer,always_market,10000,10777000.0,-10777000.0,5193387.237632102,5193387.237632102,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-inf,0.15,val,/ocean/projects/cis260122p/shared/artifacts/baseline/standardized_deephit_gru_transformer_base_net.pt,/ocean/projects/cis260122p/shared/artifacts/baseline/standardized_deephit_gru_transformer_meta.pt
